"Aug 2025",3.69543865280142,3.58599199827944,3.81366374187901
"Sep 2025",3.61844472293336,3.44301046778855,3.80513587717367
"Oct 2025",3.59145722528042,3.34502836427446,3.84819740705848
"Nov 2025",3.52667823341651,3.21863134747827,3.85376629443133
"Dec 2025",3.473733024346,3.09396469123844,3.87471484466432
"Jan 2026",3.39542524482975,2.94841318566352,3.86462683393524
"Feb 2026",3.34547455490132,2.8400617738855,3.88492938903053
"Mar 2026",3.29956211086295,2.73531836606364,3.90053481139564
"Apr 2026",3.21758968709886,2.6004850982756,3.88710556955167
"May 2026",3.19561063001466,2.53324741095624,3.92725968494149
"Jun 2026",3.13592461649247,2.41847231974979,3.91538450991688
"Jul 2026",3.1131167296338,2.35090232096037,3.94689538242683
